,gene,start,end
1051,STM0349,391984,392350
1054,STM0350,392420,393948
1057,STM0351,393894,397067
1059,STM0352,397058,398290
1063,STM0353,398554,400849
1066,STM0354,400853,401325
1069,STM0355,401396,401597
1072,STM0356,401883,403143
1075,mod,403326,405290
1078,res,405293,408272
1081,STM0359,408544,408650
1084,STM0360,408761,410170
1087,STM0361,410159,411177
1090,STM0362,411177,411308
1092,STM0363,411510,412518
1095,foxA,412664,414772
1097,yahN,414813,415461
1100,yahO,415665,415952
1103,prpR,416088,417730
1106,prpB,417967,418865
1109,prpC,418979,420157
1112,prpD,420182,421648
1115,prpE,421677,423575
1118,hemB,423679,424663
1121,yaiU,425151,428102
1124,yaiV,428177,428811
1127,ampH,428856,429986
1129,sbmA,430348,431580
1132,yaiW,431584,432689
1135,yaiY,432727,433047
1138,yaiZ,433292,433518
1141,ddlA,433544,434656
1144,STM0381,434712,435429
1147,STM0382,435598,436809
1149,yaiB,437092,437366
1152,psiF,437706,438038
1155,yaiC,438111,439242
1158,proC,439257,440080
1161,yaiI,440194,440661
1166,aroL,440687,441391
1173,yaiA,441407,441609
1176,aroM,441846,442537
1179,yaiE,442595,442892
1182,rdgC,442930,443853
1185,yajF,443955,444875
1188,araJ,444897,446125
1196,sbcC,446242,449396
1198,sbcD,449379,450592
1202,phoB,450723,451485
1208,phoR,451540,452850
1211,brnQ,453243,454578
1214,proY,454644,456023
1217,malZ,456172,458002
1220,STM0402,458074,458684
1223,yajB,458886,459478
1226,queA,459561,460625
1228,tgt,460811,461949
1231,yajC,461960,462304
1234,secD,462320,464179
1237,secF,464178,465161
1240,STM0409,465301,465674
1243,STM0410,465700,466392
1245,yajD,466546,466909
1248,STM0412,467157,467483
1250,tsx,467538,468539
1260,yajI,468701,469255
1263,ybaD,469381,469841
1267,ribD,469833,470948
1269,ribH,471023,471507
1272,nusB,471516,471947
1275,thiL,472014,473003
1278,pgpA,472970,473496
1281,yajO,473600,474587
1284,dxs,474631,476493
1286,ispA,476517,477431
1288,xseB,477417,477679
1292,thiI,477869,479317
1294,phnV,479361,480165
1297,phnU,480161,481027
1300,phnT,481024,482133
1302,phnS,482139,483157
1305,phnR,483350,484085
1308,phnW,484203,485312
1311,phnX,485312,486131
1314,thiJ,486228,486831
1317,apbA,486781,487703
1320,yajQ,487800,488309
1322,yajR,488356,489705
1324,STM0436A,489948,490109
1326,STM0437,490250,491768
1329,STM0438,491986,493273
1332,cyoE,493355,494254
1335,cyoD,494257,494600
1338,cyoC,494586,495212
1341,cyoB,495190,497193
1344,cyoA,497192,498229
1350,ampG,498601,500094
1353,yajG,500120,500760
1356,bolA,500990,501319
1359,tig,501655,502964
1362,clpP,503199,503834
1365,clpX,504073,505357
1368,lon,505532,507897
1371,hupB,508058,508378
1376,cypD,508651,510540
1379,ybaV,510676,511064
1382,ybaW,511154,511566
1385,ybaX,511672,512377
1388,ybaE,512432,514142
1391,cof,514221,515051
1394,STM0458,515101,516161
1397,ybaO,516258,516727
1400,mdlA,516755,518540
1404,mdlB,518520,520314
1406,glnK,520515,520865
1409,amtB,520883,522183
1412,tesB,522283,523156
1415,ybaY,523346,523927
1418,ybaZ,523960,524359
1421,ffs,524427,524542
1424,ylaB,524580,526142
1427,rpmE2,526346,526615
1430,rpmJ2,526616,526761
1433,ylaC,526817,527297
1436,maa,527404,527969
1439,hha,528134,528364
1442,ybaJ,528380,528767
1445,acrB,529250,532415
1448,acrA,532422,533626
1451,acrR,533757,534410
1453,aefA,534529,537891
1455,STM0479,537933,538874
1458,ybaM,538938,539116
1461,priC,539119,539634
1463,ybaN,539715,540092
1465,apt,540232,540796
1468,dnaX,540910,542838
1470,ybaB,542874,543213
1474,recR,543199,543818
1476,htpG,543905,545803
1478,adk,546029,546688
1481,hemH,546908,547879
1484,aes,547876,548859
1487,gsk,549000,550304
1489,ybaL,550353,552040
1492,fsr,552244,553464
1494,ushA,553624,555289
1497,ybaK,555406,555895
1500,ybaP,556087,556893
1503,STM0497,556967,557800
1506,copA,557948,560463
1509,cueR,560548,560975
1512,ybbJ,560976,561440
1515,ybbK,561425,562356
1518,ybbL,562474,563166
1522,ybbM,563140,563932
1524,ybbN,564018,564872
1526,ybbO,564932,565713
1529,tesA,565857,566488
1532,ybbA,566430,567128
1536,ybbP,567114,569539
1538,STM0509,569718,570858
1541,sfbA,571109,571945
1544,sfbB,571975,572998
1547,sfbC,572984,573650
1550,ybbB,573689,574801
1553,ybbS,574853,575795
1556,allA,575994,576488
1559,allR,576550,577385
1562,gcl,577456,579251
1565,gip,579254,580040
1568,glxR,580131,581019
1571,STM0520,581079,582332
1574,ybbV,582408,582662
1576,allP,582569,583882
1578,allB,583949,585322
1581,ybbY,585370,586679
1584,glxK,586691,587850
1587,ylbA,587930,588727
1590,allC,588726,589973
1593,allD,589983,591043
1596,fdrA,591352,593027
1599,ylbE,593026,594296
1602,ylbF,594308,595117
1605,arcC,595110,596014
1607,purK,596055,597134
1609,purE,597119,597717
1616,lpxH,597746,598468
1618,ppiB,598471,598977
1621,cysS,599126,600523
1624,STM0538,600567,601395
1626,STM0539,601388,601832
1630,ybcI,601818,602363
1632,ybcJ,602491,602715
1635,folD,602705,603588
1638,fimA,604107,604675
1641,fimI,604747,605284
1644,fimC,605313,606020
1647,fimD,606039,608663
1650,fimH,608664,609685
1653,fimF,609684,610213
1656,fimZ,610259,610904
1659,fimY,611495,612223
1662,STM0551,612236,612555
1665,fimW,612709,613311
1668,argU,613570,613643
1671,STM0554,613596,613797
1675,STM0557,614807,616459
1677,yfdH,616440,617378
1679,rfbI,617363,617725
1683,STM0561,618593,618927
1686,STM0562,619026,619210
1689,STM0563,619261,620126
1692,STM0564,620318,621656
1695,STM0565,621801,622049
1698,STM0566,622048,622622
1701,STM0567,622701,623882
1704,pheP,624190,625596
1707,ybdG,625638,626896
1710,apeE,627189,629166
1713,STM0571,629328,632062
1716,STM0572,632190,633188
1719,STM0573,633243,634290
1722,STM0574,634319,635181
1724,STM0575,635176,635926
1728,STM0576,635934,636410
1730,STM0577,636382,636838
1734,nfnB,637031,637695
1737,ybdF,637781,638160
1740,STM0580,638149,638735
1743,STM0581,639012,639360
1746,ybdJ,639366,639614
1748,ybdK,639681,640799
1750,entD,640811,641534
1753,fepA,641561,643981
1758,fes,643995,645219
1761,ybdZ,645242,645468
1765,entF,645454,649349
1767,fepE,649586,650735
1770,fepC,650788,651599
1773,fepG,651579,652584
1776,fepD,652568,653728
1781,ybdA,653675,654930
1784,fepB,654993,656126
1789,entC,656212,657433
1794,entE,657432,659053
1797,entB,659053,659924
1800,entA,659911,660679
1803,ybdB,660668,661095
1806,cstA,661264,663382
1809,ybdD,663439,663643
1812,ybdH,663679,664781
1815,ybdL,664876,666054
1818,ybdM,666055,666689
1821,ybdN,666645,667897
1824,ybdO,668046,668961
1827,dsbG,669265,670022
1831,ahpC,670350,671015
1836,ahpF,671245,672822
1839,STM0610,673148,673714
1843,STM0611,673695,675986
1845,STM0612,675977,676540
1849,STM0613,676533,677307
1851,ybdQ,677375,677818
1854,ybdR,678015,679264
1857,rnk,679347,679769
1860,rna,679992,680798
1862,citT,680908,682385
1865,citG,682409,683318
1867,citX,683277,683846
1871,citF,683832,685372
1874,citE,685371,686290
1876,citD,686276,686582
1880,citC,686569,687661
1883,dpiB,688019,689691
1886,dpiA,689647,690340
1889,dcuC,690394,691790
1892,pagP,692158,692730
1894,cspE,692906,693127
1897,crcB,693185,693580
1900,ybeM,693642,694447
1903,ybeC,694567,694779
1906,lipA,694865,695846
1909,ybeF,696036,697002
1912,lipB,697291,697872
1915,ybeD,698032,698306
1918,dacA,698404,699615
1920,rlpA,699755,700912
1923,mrdB,700911,702037
1926,mrdA,702026,703945
1929,ybeA,703958,704438
1931,ybeB,704429,704758
1935,cobC,705075,705693
1938,cobD,705773,706874
1941,nadD,706849,707499
1944,holA,707492,708523
1946,rlpB,708523,709121
1949,leuS,709128,711727
1952,STM0649,711947,712288
1954,STM0650,712300,713477
1957,STM0651,713522,714480
1960,STM0652,714541,716476
1963,ybeL,716558,717042
1966,ybeQ,717081,718096
1969,ybeR,718188,718908
1973,ybeS,718897,720338
1975,ybeU,720336,721045
1979,ybeV,721026,722514
1981,hscC,722536,724215
1983,STM0660,724291,725535
1986,ybeK,725561,726507
1989,gltL,726613,727350
1991,gltK,727338,728026
1995,gltJ,728012,728765
1998,gltI,728912,729847
2001,lnt,730175,731724
2004,ybeX,731733,732629
2007,ybeY,732769,733259
2010,phoL,733239,734331
2013,miaB,734490,735914
2015,ubiF,736044,737233
2018,STM0672,737300,737878
2021,glnX,738014,738085
2024,glnV,738132,738203
2027,metU,738253,738326
2030,glnW,738345,738416
2033,glnU,738455,738526
2036,leuW,738553,738634
2039,metT,738646,738719
2042,asnB,738942,740618
2045,nagD,740896,741659
2048,nagC,741695,742921
2051,nagA,742920,744086
2054,nagB,744134,745013
2066,nagE,745168,747213
2071,glnS,747412,749091
2074,ybfM,749525,750943
2077,ybfN,750981,751325
2080,citA,751374,752685
2083,citB,752729,753875
2086,STM0691,753855,755263
2089,STM0692,755356,756295
2092,fur,756397,757003
2098,fldA,757131,757676
2102,ybfE,757812,758122
2105,ybfF,758239,759009
2107,seqA,759184,759736
2110,pgm,759749,761401
2113,STM0699,761516,762001
2115,potE,762066,763399
2118,speF,763382,765590
2121,kdpE,766342,767027
2124,kdpD,767016,769717
2126,kdpC,769697,770291
2130,kdpB,770290,772353
2133,kdpA,772359,774130
2135,STM0707,774038,774134
2142,ybfA,774450,774670
2145,phrB,774771,776202
2148,ybgH,776241,777733
2151,ybgI,778039,778794
2154,ybgJ,778799,779466
2158,ybgK,779449,780392
2160,ybgL,780368,781116
2163,STM0715,781440,781571
2165,STM0716,781618,782197
2168,STM0717,782650,782992
2171,STM0718,782988,783734
2174,STM0719,784020,785171
2176,STM0720,785168,786064
2178,STM0721,786070,787210
2181,STM0722,787333,788109
2184,STM0723,788108,788823
2187,STM0724,788912,790695
2190,STM0725,790884,791721
2193,STM0726,791779,793674
2195,STM0727,793737,793879
2198,nei,793916,794719
2201,abrB,794774,795833
2204,gltA,795957,797303
2209,STM0731,797200,797586
2216,sdhC,797906,798384
2221,sdhD,798365,798725
2225,sdhA,798708,800491
2227,sdhB,800494,801224
2230,sucA,801627,804549
2235,sucB,804553,805772
2238,sucC,805897,807080
2241,sucD,807066,807949
2246,cydA,809352,811100
2252,cydB,811103,812255
2255,ybgT,812263,812383
2258,ybgE,812505,812801
2261,ybgC,813018,813434
2265,tolQ,813417,814123
2267,tolR,814115,814555
2270,tolA,814607,815843
2273,tolB,815950,817259
2276,pal,817280,817818
2279,ybgF,817819,818616
2283,lysT,818778,818850
2286,valT,818985,819057
2289,lysW,819064,819136
2292,lysY,819189,819261
2295,lysZ,819399,819471
2298,nadA,820225,821279
2301,pnuC,821292,822023
2304,ybgR,822020,822971
2307,ybgS,823069,823467
2310,aroG,823653,824827
2316,STM0761,824921,825473
2319,STM0762,825481,826333
2322,STM0763,826495,827346
2324,STM0764,827347,828330
2326,STM0765,828574,829821
2328,dcoC,829871,830116
2331,dcoB,831914,833223
2334,STM0769,833335,834040
2337,STM0770,834420,835499
2339,STM0771,835495,836275
2342,gpmA,836366,837131
2345,galM,837342,838395
2348,galK,838376,839537
2350,galT,839527,840585
2354,galE,840584,841667
2362,STM0777,841823,842736
2365,modF,842902,844389
2368,modE,844445,845245
2371,STM0780,845350,845511
2374,modA,845608,846451
2379,modB,846432,847140
2383,modC,847129,848201
2385,ybhA,848202,849032
2388,ybhE,849173,850179
2391,ybhC,850323,851618
2394,hutI,851838,853067
2397,hutG,853057,854005
2400,hutC,854043,854775
2404,hutH,856651,858178
2407,ybhB,858263,858750
2410,bioA,858797,860137
2416,bioB,860127,861213
2423,bioF,861199,862367
2425,bioC,862338,863106
2428,bioD,863083,863785
2432,uvrB,864348,866457
2437,STM0799,866766,866939
2439,slrP,866940,869244
2442,ybhK,869336,870255
2445,moaA,870632,871630
2448,moaB,871639,872164
2451,moaC,872156,872652
2454,moaD,872632,872890
2458,moaE,872879,873344
2460,ybhL,873380,874096
2463,ybhM,874243,874950
2465,STM0809,874968,875582
2468,STM0810,875583,876150
2471,ybhN,876153,877131
2474,ybhO,877115,878370
2476,ybhP,878353,879121
2480,ybhQ,879231,879654
2483,ybhR,879616,880732
2486,ybhS,880838,881981
2489,ybhF,881961,883707
2491,STM0818,883690,884700
2494,ybiH,884685,885370
2498,rhlE,885578,886953
2501,dinG,887150,889305
2504,ybiB,889323,890309
2507,ybiJ,890465,890737
2510,ybiI,891010,891288
2513,ybiN,891469,892407
2516,ybiO,892404,894634
2519,glnQ,894745,895482
2521,glnP,895464,896135
2525,glnH,896267,897024
2534,dps,897490,898127
2540,ybiF,898296,899194
2543,ompX,899528,900052
2546,ybiP,900115,901702
2549,STM0835,902263,902747
2553,ybiR,902728,903856
2555,ybiS,903900,904836
2558,ybiT,905027,906631
2561,STM0839,907240,907983
2563,ybiV(2),908012,908739
2566,ybiU,908936,910210
2569,ybiV(1),910450,911272
2572,pflF,911350,913795
2574,pflE,913788,914697
2578,moeB,914965,915727
2581,moeA,915714,916962
2584,ybiK,917139,918093
2587,yliA,918092,919975
2590,yliB,919996,921546
2593,yliC,921595,922527
2596,yliD,922515,923441
2599,yliG,923532,924857
2601,yliH,925072,925471
2604,STM0854,926180,926699
2608,STM0855,926613,927471
2610,STM0856,927475,928429
2613,STM0857,928716,929886
2616,STM0858,930328,932020
2619,STM0859,932026,932916
2621,STM0860,933181,933609
2624,yliI,933942,934633
2627,yliJ,934630,935267
2630,dacC,935480,936702
2633,deoR,936747,937515
2636,ybjG,937577,938194
2639,mdfA,938490,939730
2642,STM0867,939784,940613
2645,STM0868,940596,941820
2648,STM0869,941963,942595
2651,STM0870,942712,944412
2654,ybjM,944656,945045
2657,grxA,945077,945350
2660,ybjC,945500,945800
2664,mdaA,945772,946506
2666,rimK,946554,947466
2669,ybjN,947547,948039
2672,potF,948375,949500
2675,potG,949574,950721
2678,potH,950720,951684
2681,potI,951667,952526
2684,ybjO,952585,953073
2687,ybjF,953103,954246
2690,STM0884,954525,955872
2693,STM0885,955896,956222
2696,STM0886,956226,957719
2699,artJ,957938,958683
2702,artM,958906,959589
2705,artQ,959574,960305
2708,artI,960297,961028
2710,artP,961046,961774
2712,ybjP,962004,962531
2716,STM0893,962615,963952
2719,STM0894,963968,964216
2722,STM0895,964576,964890
2725,STM0896,965344,965740
2728,STM0897,966312,966733
2731,STM0898,967914,968613
2734,STM0898A,968722,968976
2736,STM0899,969470,969844
2739,STM0900,969994,971585
2742,STM0901,971577,972550
2745,STM0902,972544,973410
2748,STM0903,973402,974222
2751,STM0904,974377,974777
2754,STM0905,975827,976225
2756,STM0906,976808,977159
2759,STM0907,977156,977776
2762,STM0908,977762,978258
2765,STM0909,979087,979584
2769,STM0910,979563,981679
2771,STM0911,981873,983414
2775,STM0912,983260,985452
2777,STM0913,985466,986140
2780,STM0914,986129,986720
2783,STM0915,986712,987118
2786,STM0916,987122,987872
2789,STM0917,988334,988656
2793,STM0918,988621,991789
2795,STM0919,991782,992118
2798,STM0920,992238,992763
2801,STM0921,992889,993590
2804,STM0922,993596,994336
2807,STM0923,994228,994911
2810,STM0924,994965,995495
2813,STM0925,995583,999029
2815,STM0926,999067,1001445
2818,STM0927,1001440,1002020
2821,nanH,1002091,1003333
2824,STM0929,1003903,1004278
2827,STM0930,1005356,1005693
2831,ybjR,1005673,1006520
2833,STM0932,1006517,1007540
2836,ybjT,1007626,1009071
2839,ltaA,1009070,1010083
2842,poxB,1010110,1011844
2845,hcr,1011986,1012967
2848,hcp,1012966,1014629
2851,ybjE,1014762,1015677
2854,ybjD,1015855,1017521
2857,ybjX,1017518,1018486
2859,ybjY,1018604,1019732
2863,ybjZ,1019716,1021675
2865,cspD,1021805,1022040
2868,yljA,1022350,1022670
2871,clpA,1022655,1024977
2876,tnpA_1,1025163,1025627
2880,serW,1027444,1027528
2883,STM0950,1027682,1028366
2886,STM0951,1028379,1029247
2889,STM0952,1029343,1030259
2892,infA,1030350,1030577
2895,STM0954,1030496,1030885
2898,aat,1030880,1031600
2901,cydC,1031629,1033365
2904,cydD,1033351,1035117
2906,trxB,1035231,1036210
2911,lrp,1036670,1037239
2916,ftsK,1037360,1041429
2919,lolA,1041561,1042183
2922,ycaJ,1042183,1043536
2925,serS,1043785,1045087
2932,dmsA,1045269,1047768
2937,dmsB,1047767,1048396
2941,dmsC,1048385,1049261
2943,ycaD,1049598,1050759
2946,ycaM,1050965,1052398
2949,pflA,1052691,1053515
2951,STM0971,1053607,1053936
2954,STM0972,1054059,1055023
2957,pflB,1055099,1057510
2960,focA,1057441,1058474
2976,ycaO,1058703,1060463
2978,ycaP,1060583,1061292
2981,serC,1061470,1062566
2984,aroA,1062637,1063920
2986,ycaL,1064050,1064824
2990,cmk,1064803,1065680
2994,rpsA,1065699,1067467
2999,himD,1067568,1067907
3004,ycaI,1068128,1070401
3007,msbA,1070426,1072186
3010,lpxK,1072166,1073160
3013,ycaQ,1073192,1074436
3016,ycaR,1074480,1074670
3020,kdsB,1074651,1075413
3022,STM0989,1075608,1076517
3025,ycbC,1076497,1077288
3028,smtA,1077308,1078212
3034,mukF,1078194,1079527
3036,mukE,1079501,1080212
3040,mukB,1080201,1084678
3042,ycbB,1085010,1086864
3045,ycbK,1087124,1087672
3047,ycbL,1087690,1088347
3050,aspC,1088409,1089612
3053,ompF,1089784,1090975
3066,asnS,1091482,1092891
3069,STM1001,1093083,1093550
3072,STM1002,1093850,1095075
3075,STM1003,1095314,1096756
3078,pncB,1096834,1098221
3084,STM1005,1098231,1099531
3087,STM1006,1099568,1099823
3090,STM1007,1099857,1100104
3093,STM1008,1100139,1101300
3096,STM1009,1101259,1104151
3099,STM1010,1104271,1104570
3101,STM1011,1104743,1105009
3104,STM1012,1105053,1105468
3107,STM1013,1105788,1106162
3109,STM1014,1106241,1107230
3112,STM1015,1107221,1107982
3115,STM1016,1107987,1108340
3118,STM1017,1108331,1108648
3121,STM1018,1108726,1109016
3123,STM1019,1109302,1109541
3126,STM1020,1109951,1110559
3129,STM1021,1110762,1111379
3132,STM1022,1111498,1112309
3135,STM1023,1112372,1112693
3138,STM1024,1112860,1112992
3141,STM1025,1113128,1113583
3144,STM1026,1113938,1114456
3147,STM1027,1114977,1115229
3151,STM1028,1115204,1115665
3153,STM1029,1115677,1116162
3156,STM1030,1116362,1116903
3160,STM1031,1116854,1118998
3162,STM1032,1119426,1120745
3166,STM1033,1120662,1122750
3168,STM1034,1122834,1123164
3171,STM1035,1123152,1123456
3175,STM1036,1123429,1124003
3177,STM1037,1123992,1124401
3180,STM1038,1124406,1125162
3183,STM1039,1125200,1125606
3186,STM1040,1125597,1125932
3189,STM1041,1126006,1128999
3192,STM1042,1128991,1129328
3196,STM1043,1129427,1129924
3198,sodC,1130041,1130580
3201,STM1045,1130658,1131359
3204,STM1046,1131363,1132106
3207,STM1047,1131997,1132708
3210,STM1048,1132772,1135227
3213,STM1049,1136453,1138902
3216,STM1050,1138890,1139483
3219,sseI,1139954,1140927
3223,STM1053,1141575,1142214
3226,STM1054,1142270,1142575
3229,STM1055,1142554,1143243
